id,product_name,buy_date,price,expiration_date
549,spiny lobster,2023-07-04,9.28,2023-10-09
550,prosciutto,2023-06-21,8.65,2023-09-03
551,spinach,2023-06-15,6.13,2023-08-02
552,corned beef,2023-07-01,6.43,2023-08-19
553,greek yogurt,2023-07-15,6.65,2023-08-23
554,boysenberry,2023-08-19,7.52,2023-10-18
555,yorkshire pudding,2023-06-08,5.46,2023-07-31
556,cardamom,2023-06-29,5.68,2023-07-31
557,organic sausage,2023-06-25,6.39,2023-08-21
558,sparkleberry,2023-06-23,6.46,2023-07-30
559,chablis,2023-08-08,5.1,2023-09-28
560,fruit pastille,2023-07-04,9.09,2023-07-27
561,lobster,2023-07-07,6.08,2023-10-09
562,rapini,2023-07-21,7.81,2023-09-17
563,sambar,2023-08-19,9.26,2023-09-07
564,yorkshire pudding,2023-07-05,1.4,2023-07-16
565,collard green,2023-07-05,9.28,2023-07-31
566,salt,2023-07-31,8.63,2023-09-22
567,sambar,2023-08-22,4.66,2023-09-05
568,canola,2023-07-12,9.95,2023-07-22
569,chinese salted fish,2023-07-31,2.42,2023-10-13
570,boysenberry syrup,2023-08-03,6.76,2023-09-11
571,mint sauce,2023-08-03,0.99,2023-11-09
572,ice cream bar,2023-07-11,2.0,2023-10-07
573,chilli con carne,2023-07-04,4.48,2023-09-11
574,canola,2023-08-02,3.57,2023-10-21
575,hamburger,2023-08-04,8.64,2023-10-10
576,natal plum,2023-07-01,5.56,2023-07-21
577,japanese chestnut,2023-08-05,2.61,2023-11-08
578,ice cream bar,2023-08-10,8.26,2023-11-06
579,risotto,2023-06-28,0.56,2023-07-15
580,pilau,2023-07-16,8.72,2023-10-21
581,risotto,2023-07-23,2.5,2023-09-15
582,sambar,2023-07-09,6.87,2023-08-12
583,gem squash,2023-06-19,2.49,2023-07-13
584,cow & gate premium,2023-06-26,5.15,2023-07-31
585,organic sausage,2023-07-12,6.02,2023-08-20
586,frijj,2023-08-05,1.03,2023-08-30
587,jabuticaba,2023-06-16,7.03,2023-07-10
588,bacardi,2023-08-15,5.15,2023-10-20
589,sparkleberry,2023-07-28,7.65,2023-11-01
590,cracker,2023-06-08,1.34,2023-07-16
591,beef bourguignonne,2023-06-30,2.85,2023-08-22
592,champagne,2023-07-20,2.59,2023-08-20
593,liquor,2023-08-19,5.43,2023-08-30
594,boiled egg,2023-06-18,1.42,2023-07-02
595,corned beef,2023-07-29,4.6,2023-09-08
596,cheese spread,2023-08-08,2.28,2023-09-24
597,cracker,2023-08-02,8.27,2023-09-21
598,chablis,2023-08-02,7.26,2023-08-25
599,pakora,2023-06-26,8.03,2023-08-30
600,cheeseburger,2023-07-25,8.32,2023-10-13
601,pilau,2023-06-08,4.67,2023-08-07
602,champagne,2023-07-17,2.96,2023-09-08
603,complan powder,2023-07-30,8.67,2023-08-15
604,applewood bacon,2023-08-14,5.35,2023-11-05
605,gem squash,2023-07-07,3.37,2023-10-12
606,elderberry,2023-07-21,2.29,2023-08-03
607,mincemeat,2023-06-08,6.65,2023-09-07
608,japanese chestnut,2023-07-14,8.01,2023-08-28
609,pate,2023-06-18,8.9,2023-09-03
610,evergreen huckleberry,2023-07-16,3.47,2023-09-21
611,liquor,2023-08-01,5.46,2023-08-16
612,champagne,2023-06-11,8.7,2023-09-07
613,ice cream bar,2023-08-04,6.07,2023-11-08
614,guinea hen,2023-07-23,6.05,2023-09-20
615,chinese salted fish,2023-08-01,8.33,2023-09-23
616,applewood bacon,2023-07-26,9.99,2023-08-21
617,beef bourguignonne,2023-07-25,4.58,2023-10-29
618,applewood bacon,2023-08-01,6.85,2023-10-23
619,rapini,2023-08-14,8.84,2023-09-25
620,liquor,2023-07-07,1.21,2023-10-05
621,peanut butter,2023-08-12,6.22,2023-10-12
622,organic sausage,2023-07-14,7.48,2023-10-10
623,sambar,2023-07-04,9.0,2023-07-19
624,jackfruit,2023-07-29,6.42,2023-08-27
625,pakora,2023-06-15,6.24,2023-08-28
626,boysenberry syrup,2023-07-25,6.88,2023-09-18
627,egg,2023-07-06,9.27,2023-09-08
628,liquor,2023-06-10,6.84,2023-07-22
629,ginger ale,2023-08-11,1.47,2023-09-04
630,syrup,2023-06-29,5.88,2023-09-05
631,sparkleberry,2023-06-30,1.88,2023-08-04
632,lobster,2023-07-01,1.43,2023-09-08
633,suet,2023-08-13,6.81,2023-11-19
634,elderberry,2023-07-30,4.31,2023-10-27
635,veggie burger,2023-08-04,3.1,2023-10-19
636,pilau,2023-07-18,8.66,2023-08-22
637,mincemeat,2023-06-21,3.33,2023-07-20
638,turbot,2023-06-26,8.0,2023-08-16
639,donut,2023-06-18,8.89,2023-09-02
640,corned beef,2023-06-23,5.17,2023-09-30
641,fruit pastille,2023-08-23,3.57,2023-10-16
642,seasoning,2023-07-29,9.84,2023-10-02
643,spinach,2023-06-30,9.21,2023-08-09
644,mint sauce,2023-08-18,9.72,2023-09-24
645,mint sauce,2023-06-18,3.22,2023-08-24
646,canola,2023-08-21,9.36,2023-09-23
647,applewood bacon,2023-07-23,7.34,2023-08-24
648,liver loaf,2023-06-23,1.91,2023-07-08
649,boysenberry syrup,2023-06-22,1.05,2023-08-04
650,trout,2023-06-20,5.72,2023-09-12
651,jabuticaba,2023-07-02,7.01,2023-08-31
652,pate,2023-06-07,9.71,2023-08-23
653,gem squash,2023-08-16,2.23,2023-08-31
654,cheeseburger,2023-06-18,8.65,2023-09-17
655,pakora,2023-08-22,8.85,2023-11-15
656,trout,2023-07-15,1.82,2023-09-20
657,evergreen huckleberry,2023-07-22,2.23,2023-09-11
658,evergreen huckleberry,2023-06-30,8.06,2023-07-20
659,yorkshire pudding,2023-08-14,2.24,2023-11-09
660,collard green,2023-06-25,8.58,2023-09-23
661,applewood bacon,2023-06-14,4.06,2023-06-27
662,canola,2023-07-16,9.92,2023-08-11
663,veggie burger,2023-06-24,1.83,2023-07-25
664,pate,2023-06-08,7.17,2023-09-14
665,salt,2023-06-23,7.77,2023-07-22
666,custard apple,2023-06-09,7.7,2023-07-17
667,syrup,2023-06-29,4.48,2023-07-10
668,turbot,2023-08-06,9.9,2023-09-24
669,elderberry,2023-06-17,6.86,2023-08-06
670,lobster,2023-06-10,6.1,2023-08-10
671,risotto,2023-07-15,5.8,2023-08-30
672,lobster,2023-07-03,6.61,2023-08-05
673,prosciutto,2023-08-11,8.13,2023-11-09
674,boysenberry syrup,2023-07-27,2.81,2023-08-29
675,jabuticaba,2023-08-13,1.62,2023-08-24
676,prosciutto,2023-06-14,7.33,2023-08-21
677,japanese chestnut,2023-08-20,5.81,2023-10-06
678,complan powder,2023-08-08,6.7,2023-09-15
679,spinach,2023-08-10,4.09,2023-11-09
680,chablis,2023-07-16,6.34,2023-07-30
681,huckleberry,2023-07-17,8.62,2023-10-14
682,chinese salted fish,2023-07-13,8.52,2023-09-08
683,canola,2023-07-04,3.39,2023-08-22
684,greek yogurt,2023-08-13,5.8,2023-10-09
685,lobster,2023-07-22,7.35,2023-10-21
686,risotto,2023-08-18,4.81,2023-10-25
687,liquor,2023-06-15,7.66,2023-08-14
688,pakora,2023-07-19,7.43,2023-09-02
689,natal plum,2023-08-03,3.03,2023-08-27
690,kitchen utensil,2023-06-07,6.49,2023-08-19
691,trout,2023-08-05,8.99,2023-08-28
692,fruit pastille,2023-08-03,4.48,2023-10-07
693,beef bourguignonne,2023-07-23,10.0,2023-10-01
694,suet,2023-07-29,9.87,2023-09-16
695,cracker,2023-06-13,4.15,2023-06-28
696,sparkleberry,2023-07-07,7.1,2023-08-04
697,liver loaf,2023-07-13,5.53,2023-10-03
698,elderberry,2023-08-12,8.96,2023-11-06
699,chablis,2023-06-20,7.72,2023-06-30
700,ice cream bar,2023-06-09,3.95,2023-08-02
701,sambar,2023-07-25,4.85,2023-10-31
702,mint sauce,2023-07-17,7.52,2023-08-02
703,cocoa butter alternative,2023-07-18,1.42,2023-09-15
704,jabuticaba,2023-07-12,8.0,2023-09-14
705,liver loaf,2023-06-24,3.64,2023-07-22
706,custard apple,2023-06-13,1.63,2023-08-09
707,consomme,2023-07-31,5.07,2023-09-06
708,boysenberry,2023-06-30,7.92,2023-07-10
709,custard apple,2023-07-30,2.17,2023-08-21
710,bacardi,2023-08-20,0.5,2023-10-06
711,syrup,2023-06-21,5.57,2023-09-21
712,cheese spread,2023-07-17,2.86,2023-09-24
713,guinea hen,2023-08-15,0.63,2023-11-18
714,boysenberry syrup,2023-08-22,4.31,2023-11-11
715,cow & gate premium,2023-06-20,2.57,2023-08-31
716,guinea hen,2023-06-08,7.57,2023-09-10
717,japanese chestnut,2023-08-03,2.51,2023-09-23
718,jabuticaba,2023-06-28,3.84,2023-09-22
719,collard green,2023-06-08,4.21,2023-07-07
720,mint sauce,2023-08-17,1.02,2023-10-01
721,currant jelly,2023-07-13,4.54,2023-10-13
722,turbot,2023-07-10,3.64,2023-07-23
723,boysenberry syrup,2023-07-07,3.2,2023-09-23
724,boiled egg,2023-06-12,8.03,2023-06-23
725,rapini,2023-06-13,4.51,2023-09-10
726,mint sauce,2023-06-28,3.74,2023-08-20
727,rice cake,2023-08-03,9.09,2023-08-14
728,chilli con carne,2023-07-20,8.43,2023-10-01
729,chilli con carne,2023-06-30,2.68,2023-07-17
730,custard apple,2023-08-08,1.64,2023-09-30
731,japanese chestnut,2023-07-03,7.8,2023-09-21
732,donut,2023-07-19,5.32,2023-08-01
733,sambar,2023-06-10,1.27,2023-07-13
734,beef bourguignonne,2023-07-07,9.58,2023-09-11
735,cracker,2023-07-18,2.61,2023-09-07
736,collard green,2023-06-08,8.76,2023-08-15
737,jackfruit,2023-08-19,7.29,2023-10-11
738,huckleberry,2023-06-23,1.96,2023-08-26
739,fruit pastille,2023-07-12,9.24,2023-10-15
740,evergreen huckleberry,2023-08-04,6.8,2023-09-30
741,consomme,2023-08-23,8.37,2023-10-15
742,rice cake,2023-07-28,8.68,2023-09-05
743,sparkleberry,2023-07-20,1.47,2023-10-24
744,cardamom,2023-07-30,8.04,2023-08-29
745,flat bread,2023-06-29,6.83,2023-08-05
746,hamburger,2023-06-10,6.89,2023-07-05
747,ice cream bar,2023-07-07,5.45,2023-09-16
748,peanut butter,2023-07-18,8.83,2023-08-31
749,spinach,2023-07-29,3.28,2023-08-28
750,consomme,2023-08-06,8.67,2023-10-08
751,peanut butter,2023-07-07,7.37,2023-10-09
752,passion fruit juice,2023-08-03,1.08,2023-08-13
753,poppy,2023-07-30,7.15,2023-08-29
754,passion fruit juice,2023-07-18,9.01,2023-10-15
755,chinese salted fish,2023-06-07,6.48,2023-07-19
756,chablis,2023-08-23,2.26,2023-10-09
757,poppy,2023-07-15,4.44,2023-09-28
758,cardamom,2023-06-19,3.11,2023-08-16
759,boysenberry syrup,2023-08-08,6.35,2023-09-10
760,huckleberry,2023-08-02,5.56,2023-09-30
761,rice cake,2023-06-17,3.58,2023-07-03
762,complan powder,2023-06-21,8.93,2023-09-20
763,egg,2023-07-13,5.37,2023-10-14
764,mincemeat,2023-08-04,3.46,2023-08-15
765,chilli con carne,2023-08-11,7.27,2023-11-04
766,donut,2023-06-14,1.37,2023-09-20
767,poppy,2023-06-16,5.19,2023-07-12
768,greek yogurt,2023-06-10,2.74,2023-09-09
769,ice cream bar,2023-06-13,8.89,2023-07-20
770,poppy,2023-06-22,4.41,2023-08-22
771,salt,2023-07-09,9.98,2023-08-12
772,risotto,2023-08-13,3.17,2023-11-07
773,pakora,2023-07-15,6.14,2023-10-19
774,fodder,2023-07-04,7.51,2023-07-30
775,organic sausage,2023-08-09,7.21,2023-08-19
776,cooking oil,2023-06-24,8.08,2023-08-09
777,sparkleberry,2023-06-22,0.93,2023-07-24
778,flat bread,2023-06-08,7.96,2023-07-25
779,flat bread,2023-06-13,8.2,2023-06-24
780,rice cake,2023-07-03,1.8,2023-08-08
781,guinea hen,2023-07-02,7.28,2023-09-12
782,sparkleberry,2023-07-15,8.75,2023-08-23
783,champagne,2023-06-21,2.25,2023-08-09
784,fodder,2023-08-03,1.62,2023-09-27
785,seasoning,2023-06-07,7.54,2023-07-19
786,donut,2023-07-20,2.97,2023-09-15
787,yorkshire pudding,2023-06-18,7.85,2023-08-06
788,donut,2023-07-13,4.39,2023-10-17
789,greek yogurt,2023-06-09,5.09,2023-06-23
790,custard apple,2023-08-18,6.7,2023-10-25
791,collard green,2023-06-13,4.61,2023-08-27
792,ice cream bar,2023-06-28,7.68,2023-09-19
793,japanese chestnut,2023-08-16,2.51,2023-11-08
794,champagne,2023-07-02,0.63,2023-08-04
795,pate,2023-08-07,7.61,2023-11-08
796,consomme,2023-06-13,6.61,2023-07-21
797,pate,2023-06-13,9.92,2023-07-27
798,gem squash,2023-06-19,9.17,2023-07-07
799,mint sauce,2023-07-09,4.0,2023-08-07
800,greek yogurt,2023-08-11,2.13,2023-10-14
801,complan powder,2023-07-18,9.62,2023-08-12
802,seasoning,2023-07-15,7.81,2023-09-10
803,spinach,2023-06-08,0.89,2023-08-20
804,complan powder,2023-06-30,3.75,2023-09-16
805,evergreen huckleberry,2023-06-22,3.33,2023-08-16
806,mint sauce,2023-06-23,0.53,2023-08-11
807,rice cake,2023-08-22,4.6,2023-11-26
808,custard apple,2023-07-06,4.72,2023-07-30
809,pilau,2023-08-21,6.27,2023-10-25
810,liver loaf,2023-08-18,8.05,2023-11-10
811,custard apple,2023-07-30,9.62,2023-08-25
812,pops ,2023-07-30,2.74,2023-10-12
813,currant jelly,2023-06-15,0.51,2023-08-27
814,cheeseburger,2023-07-21,4.47,2023-10-17
815,veggie burger,2023-07-20,2.25,2023-08-17
816,spinach,2023-07-03,9.34,2023-09-12
817,bacardi,2023-07-04,5.93,2023-09-21
818,complan powder,2023-07-06,6.89,2023-07-17
819,prosciutto,2023-07-24,4.41,2023-10-02
820,liquor,2023-08-10,5.9,2023-10-04
821,elderberry,2023-08-04,6.09,2023-09-02
822,poppy,2023-07-30,7.75,2023-11-03
823,salt,2023-08-21,1.13,2023-09-17
824,pilau,2023-07-31,1.49,2023-09-04
825,boysenberry syrup,2023-07-04,1.37,2023-09-26
826,flat bread,2023-07-18,6.01,2023-09-29
827,canola,2023-07-21,3.94,2023-10-28
828,custard apple,2023-06-14,3.87,2023-07-30
829,natal plum,2023-08-11,2.1,2023-09-21
830,donut,2023-08-02,3.77,2023-08-15
831,chablis,2023-08-22,3.59,2023-11-11
832,seasoning,2023-07-09,8.74,2023-10-08
833,yorkshire pudding,2023-08-10,4.66,2023-10-22
834,mincemeat,2023-08-10,6.53,2023-10-31
835,chilli con carne,2023-08-02,8.01,2023-10-21
836,mint sauce,2023-06-17,9.97,2023-09-02
837,rice cake,2023-07-01,9.98,2023-10-05
838,corned beef,2023-07-03,7.24,2023-08-05
839,sparkleberry,2023-06-18,5.0,2023-09-16
840,sparkleberry,2023-06-25,8.23,2023-09-26
841,fodder,2023-08-09,8.59,2023-10-12
842,japanese chestnut,2023-07-19,2.21,2023-09-28
843,rapini,2023-06-21,9.74,2023-07-05
844,suet,2023-08-18,7.61,2023-09-23
845,applewood bacon,2023-08-12,8.53,2023-09-14
846,ginger ale,2023-08-10,5.56,2023-11-06
847,prosciutto,2023-07-29,6.54,2023-10-29
848,ginger ale,2023-06-15,1.42,2023-09-22
849,peanut butter,2023-06-24,4.17,2023-09-17
850,syrup,2023-06-12,9.21,2023-08-19
851,sparkleberry,2023-06-14,8.8,2023-06-25
852,custard apple,2023-07-06,0.56,2023-08-13
853,cracker,2023-08-20,2.45,2023-11-08
854,jabuticaba,2023-06-26,4.15,2023-10-01
855,cooking oil,2023-07-31,2.18,2023-08-22
856,sparkleberry,2023-07-16,2.7,2023-10-12
857,chablis,2023-07-12,7.32,2023-09-04
858,elderberry,2023-06-20,7.49,2023-08-10
859,cardamom,2023-08-18,9.92,2023-11-13
860,rice cake,2023-06-18,3.94,2023-08-28
861,cow & gate premium,2023-08-08,4.59,2023-10-31
862,currant jelly,2023-06-09,3.72,2023-07-16
863,ginger ale,2023-07-19,6.71,2023-09-24
864,liquor,2023-08-03,0.61,2023-08-31
865,gem squash,2023-08-12,8.6,2023-10-21
866,pakora,2023-07-01,5.34,2023-10-02
867,cracker,2023-08-20,0.74,2023-10-01
868,gem squash,2023-06-07,6.0,2023-08-06
869,fodder,2023-06-16,8.06,2023-09-21
870,sambar,2023-06-11,1.09,2023-07-27
871,turbot,2023-06-25,9.1,2023-09-24
872,mincemeat,2023-07-12,6.77,2023-09-29
873,cheeseburger,2023-06-09,7.06,2023-06-22
874,japanese chestnut,2023-06-14,0.74,2023-08-17
875,huckleberry,2023-06-09,4.76,2023-08-28
876,corned beef,2023-07-06,6.36,2023-09-14
877,spiny lobster,2023-06-25,6.12,2023-08-18
878,egg,2023-08-02,8.91,2023-09-26
879,prosciutto,2023-08-10,9.6,2023-08-23
880,spinach,2023-07-06,6.37,2023-07-18
881,cocoa butter alternative,2023-08-09,9.64,2023-11-05
882,currant jelly,2023-08-07,8.9,2023-10-18
883,salt,2023-07-13,9.99,2023-10-10
884,allspice,2023-06-30,3.07,2023-09-14
885,mint sauce,2023-07-21,9.36,2023-08-14
886,cardamom,2023-07-24,1.12,2023-08-22
887,flat bread,2023-07-06,9.4,2023-08-18
888,egg,2023-07-03,3.23,2023-07-18
889,ice cream bar,2023-08-11,6.32,2023-10-18
890,liver loaf,2023-06-23,8.44,2023-07-15
891,kitchen utensil,2023-08-04,1.76,2023-11-11
892,pate,2023-07-19,5.21,2023-09-03
893,ginger ale,2023-06-11,8.12,2023-08-07
894,corned beef,2023-06-24,4.67,2023-08-31
895,beef bourguignonne,2023-06-20,3.87,2023-09-27
896,pops ,2023-07-31,4.77,2023-11-01
897,chablis,2023-06-21,6.63,2023-08-09
898,chinese salted fish,2023-06-14,0.59,2023-07-03
899,cheeseburger,2023-07-20,3.93,2023-09-13
900,champagne,2023-07-16,0.85,2023-08-15
901,egg,2023-08-01,2.14,2023-08-24
902,pilau,2023-06-22,8.62,2023-08-23
903,cow & gate premium,2023-08-10,2.47,2023-10-07
904,boysenberry syrup,2023-06-22,6.82,2023-07-02
905,fodder,2023-08-19,1.17,2023-09-03
906,liquor,2023-07-16,7.57,2023-09-01
907,boysenberry,2023-07-25,0.82,2023-09-13
908,seasoning,2023-07-27,4.79,2023-11-02
909,liquor,2023-06-18,9.01,2023-09-02
910,gem squash,2023-06-22,2.5,2023-07-30
911,hamburger,2023-06-24,1.49,2023-08-04
912,rapini,2023-07-20,7.33,2023-10-10
913,elderberry,2023-07-03,4.68,2023-08-03
914,boiled egg,2023-07-25,8.17,2023-08-25
915,cow & gate premium,2023-07-03,1.33,2023-10-02
916,allspice,2023-07-28,9.89,2023-10-02
917,chilli con carne,2023-07-21,3.24,2023-10-24
918,prosciutto,2023-06-09,7.95,2023-08-21
919,pilau,2023-06-13,3.4,2023-08-03
920,jabuticaba,2023-06-28,1.77,2023-08-26
921,chinese salted fish,2023-06-21,1.33,2023-08-10
922,bacardi,2023-06-08,7.13,2023-08-16
923,flat bread,2023-08-05,5.25,2023-10-27
924,yorkshire pudding,2023-07-03,4.44,2023-09-18
925,consomme,2023-06-09,3.94,2023-07-14
926,beef bourguignonne,2023-08-11,6.69,2023-10-18
927,ginger ale,2023-07-05,3.95,2023-09-02
928,guinea hen,2023-07-06,9.97,2023-09-01
929,boiled egg,2023-06-11,1.18,2023-08-21
930,sparkleberry,2023-08-10,4.18,2023-08-29
931,turbot,2023-08-18,3.11,2023-09-13
932,beef bourguignonne,2023-06-10,9.86,2023-09-14
933,donut,2023-08-02,9.63,2023-09-02
934,rice cake,2023-07-20,9.79,2023-10-24
935,guinea hen,2023-07-31,4.04,2023-09-07
936,cocoa butter alternative,2023-07-21,6.86,2023-09-29
937,rapini,2023-08-19,4.71,2023-10-04
938,jabuticaba,2023-07-05,2.67,2023-10-02
939,jackfruit,2023-08-15,2.61,2023-09-03
940,sambar,2023-07-16,2.02,2023-09-11
941,mincemeat,2023-07-02,7.99,2023-09-13
942,chilli con carne,2023-07-22,4.21,2023-10-10
943,hamburger,2023-08-03,0.85,2023-10-24
944,mint sauce,2023-06-10,5.79,2023-08-24
945,spinach,2023-08-20,0.9,2023-10-15
946,kitchen utensil,2023-07-07,3.96,2023-09-25
947,corned beef,2023-06-11,7.99,2023-08-29
948,gem squash,2023-08-06,8.01,2023-11-13
949,pops ,2023-06-08,2.1,2023-08-03
950,lobster,2023-07-03,8.63,2023-09-08
951,boysenberry syrup,2023-07-24,0.8,2023-09-02
952,yorkshire pudding,2023-08-23,5.22,2023-09-06
953,evergreen huckleberry,2023-06-17,0.77,2023-08-30
954,rapini,2023-07-30,6.3,2023-10-24
955,pate,2023-07-07,5.38,2023-09-26
956,chinese salted fish,2023-07-07,5.26,2023-08-07
957,sambar,2023-08-03,6.91,2023-10-30
958,japanese chestnut,2023-06-07,7.0,2023-08-07
959,boysenberry,2023-07-20,0.97,2023-10-10
960,custard apple,2023-07-15,4.81,2023-10-09
961,kitchen utensil,2023-06-27,8.13,2023-07-21
962,pate,2023-06-18,2.65,2023-08-04
963,pilau,2023-07-29,8.37,2023-11-05
964,passion fruit juice,2023-06-10,4.72,2023-08-24
965,boiled egg,2023-07-05,2.69,2023-09-01
966,egg,2023-08-18,8.23,2023-10-01
967,cheese spread,2023-07-15,4.6,2023-09-06
968,allspice,2023-06-26,9.53,2023-08-07
969,fruit pastille,2023-07-08,6.23,2023-10-09
970,allspice,2023-07-10,6.48,2023-10-09
971,gem squash,2023-08-13,1.6,2023-10-12
972,cheeseburger,2023-07-09,4.04,2023-08-25
973,guinea hen,2023-07-17,6.79,2023-08-04
974,custard apple,2023-06-28,3.91,2023-08-09
975,gem squash,2023-06-18,0.98,2023-08-09
976,boysenberry,2023-06-22,9.59,2023-08-04
977,natal plum,2023-06-28,9.35,2023-09-29
978,cocoa butter alternative,2023-07-23,5.14,2023-09-06
979,greek yogurt,2023-08-14,7.6,2023-11-06
980,lobster,2023-07-07,1.25,2023-10-04
981,corned beef,2023-07-18,2.84,2023-08-10
982,yorkshire pudding,2023-07-01,2.95,2023-07-29
983,boysenberry syrup,2023-08-06,7.38,2023-10-31
984,applewood bacon,2023-08-13,9.05,2023-11-02
985,boysenberry,2023-06-07,9.86,2023-07-25
986,egg,2023-08-01,6.03,2023-10-19
987,custard apple,2023-06-13,2.82,2023-07-13
988,kitchen utensil,2023-07-27,8.5,2023-08-29
989,risotto,2023-07-25,1.41,2023-09-08
990,jackfruit,2023-07-01,7.95,2023-07-12
991,huckleberry,2023-07-15,8.36,2023-08-18
992,risotto,2023-07-03,2.22,2023-09-20
993,boysenberry,2023-06-15,6.76,2023-07-02
994,beef bourguignonne,2023-08-12,2.15,2023-10-23
995,lobster,2023-07-13,7.85,2023-08-11
996,sparkleberry,2023-07-23,8.56,2023-08-25
997,veggie burger,2023-06-14,5.92,2023-07-16
998,chablis,2023-08-01,4.85,2023-08-26
999,elderberry,2023-08-19,5.67,2023-11-08
1000,chilli con carne,2023-08-09,6.85,2023-09-15
1001,liquor,2023-08-17,8.13,2023-09-11
1002,cracker,2023-07-28,0.8,2023-09-26
1003,collard green,2023-06-11,5.31,2023-07-16
1004,japanese chestnut,2023-07-15,0.63,2023-08-15
1005,prosciutto,2023-07-23,3.87,2023-08-31
1006,cooking oil,2023-06-27,9.72,2023-07-12
1007,cow & gate premium,2023-08-03,7.54,2023-08-17
1008,consomme,2023-06-30,5.84,2023-08-07
1009,mint sauce,2023-07-03,2.05,2023-09-15
1010,greek yogurt,2023-07-10,4.7,2023-09-20
1011,currant jelly,2023-08-03,4.37,2023-10-25
1012,pops ,2023-07-10,6.13,2023-08-12
1013,canola,2023-07-14,6.52,2023-08-13
1014,boiled egg,2023-06-14,0.99,2023-07-26
1015,rapini,2023-07-17,2.82,2023-10-17
1016,trout,2023-07-08,7.27,2023-08-02
1017,chablis,2023-07-23,8.9,2023-08-23
1018,syrup,2023-06-13,5.15,2023-06-23
1019,seasoning,2023-08-20,2.42,2023-09-15
1020,elderberry,2023-06-21,1.04,2023-09-01
1021,ice cream bar,2023-07-17,2.77,2023-10-22
1022,collard green,2023-08-02,1.23,2023-09-24
1023,consomme,2023-07-01,1.96,2023-09-21
1024,hamburger,2023-06-29,8.97,2023-07-23
1025,fruit pastille,2023-08-08,4.08,2023-10-17
1026,prosciutto,2023-08-23,8.14,2023-10-06
1027,cocoa butter alternative,2023-08-14,5.26,2023-10-07
1028,evergreen huckleberry,2023-06-12,8.01,2023-06-28
1029,hamburger,2023-06-30,0.69,2023-09-29
1030,complan powder,2023-06-07,4.1,2023-08-27
1031,fruit pastille,2023-07-27,5.01,2023-10-31
1032,guinea hen,2023-06-10,4.7,2023-08-05
1033,canola,2023-06-12,6.66,2023-08-29
1034,prosciutto,2023-08-09,8.36,2023-08-28
1035,boysenberry,2023-07-11,2.59,2023-09-12
1036,corned beef,2023-06-29,8.57,2023-07-28
1037,spiny lobster,2023-07-12,3.12,2023-08-01
1038,salt,2023-07-02,5.69,2023-07-12
1039,chinese salted fish,2023-06-25,6.34,2023-07-29
1040,lobster,2023-07-24,4.4,2023-10-05
1041,trout,2023-07-14,3.64,2023-09-07
1042,turbot,2023-06-11,3.59,2023-07-18
1043,boysenberry,2023-06-09,4.27,2023-07-23
